Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2021-04-27,SBIN,EQ,344.3,344.0,354.95,342.4,354.2,353.05,349.42,46003023,1607459003380000.0,293357,9882201,0.21480000000000002
2021-04-28,SBIN,EQ,353.05,357.0,364.3,356.05,362.9,363.4,361.63,56696255,2050313046170000.0,337002,13430042,0.23690000000000003
2021-04-29,SBIN,EQ,363.4,365.0,369.95,355.5,357.45,359.4,361.26,63692926,2300945709475000.0,348461,10008961,0.15710000000000002
2021-04-30,SBIN,EQ,359.4,353.45,362.5,350.45,352.3,353.5,357.11,53832840,1922407931330000.0,296959,13261927,0.2464
2021-05-03,SBIN,EQ,353.5,349.6,352.5,341.4,351.45,350.6,347.45,43691860,1518055216080000.0,313847,5977717,0.1368
2021-05-04,SBIN,EQ,350.6,355.0,362.9,350.2,351.1,351.5,357.53,57749307,2064701983800000.0,342742,7751821,0.1342
2021-05-05,SBIN,EQ,351.5,356.5,357.45,348.0,356.45,355.4,354.45,40872501,1448735021650000.0,244000,3677289,0.09
2021-05-06,SBIN,EQ,355.4,358.0,359.35,350.55,355.85,355.55,354.51,36294427,1286672659710000.0,217872,5372879,0.14800000000000002
2021-05-07,SBIN,EQ,355.55,357.5,362.0,353.0,358.0,358.25,357.21,38357618,1370181242715000.0,224225,7401375,0.193
2021-05-10,SBIN,EQ,358.25,360.5,367.0,358.8,362.3,361.7,362.87,41739324,1514608423705000.0,260322,10373731,0.24850000000000003
2021-05-11,SBIN,EQ,361.7,356.85,366.4,354.75,364.1,364.65,362.8,41892770,1519857007645000.0,229841,9050630,0.21600000000000003
2021-05-12,SBIN,EQ,364.65,362.8,373.5,361.9,367.75,367.7,368.18,53436590,1967452156530000.0,320184,10486191,0.1962
2021-05-14,SBIN,EQ,367.7,370.0,372.5,359.55,360.6,360.45,365.59,51722170,1890933152130000.0,358985,11019052,0.21300000000000002
2021-05-17,SBIN,EQ,360.45,364.4,385.2,363.65,384.45,383.1,376.9,106555796,4016118812065000.0,654529,26972040,0.2531
2021-05-18,SBIN,EQ,383.1,390.0,392.55,380.05,382.95,382.25,385.07,70917710,2730823630195000.0,483711,14714918,0.20750000000000002
2021-05-19,SBIN,EQ,382.25,382.0,389.5,381.2,384.4,384.4,385.63,48189573,1858346447015000.2,346200,13556510,0.2813
2021-05-20,SBIN,EQ,384.4,387.0,387.8,382.0,386.8,384.55,384.42,42898608,1649129079400000.0,331759,12671274,0.2954
2021-05-21,SBIN,EQ,384.55,390.0,404.4,378.0,404.0,401.2,393.52,192810772,7587478646839999.0,1121959,33084922,0.1716
2021-05-24,SBIN,EQ,401.2,417.0,419.2,405.3,411.0,412.05,411.75,142964052,5886555360170000.0,846514,41331140,0.2891
2021-05-25,SBIN,EQ,412.05,415.1,415.5,408.5,414.1,412.35,411.05,56048127,2303837226875000.0,348160,14690982,0.2621
2021-05-26,SBIN,EQ,412.35,413.8,418.75,410.8,412.0,413.55,415.44,52357719,2175128175670000.0,339506,10006905,0.1911
2021-05-27,SBIN,EQ,413.55,413.7,429.1,412.0,426.8,425.2,419.8,73392997,3081069944545000.0,442431,20494556,0.2792
2021-05-28,SBIN,EQ,425.2,430.5,433.65,420.05,422.0,422.05,426.46,65137568,2777868436560000.0,423239,14625129,0.2245
2021-05-31,SBIN,EQ,422.05,421.0,426.0,418.0,424.5,424.35,422.9,38291043,1619345774100000.0,275082,6360521,0.1661
2021-06-01,SBIN,EQ,424.35,426.05,435.35,425.6,432.55,432.55,430.82,59299647,2554720010915000.0,442654,13242056,0.2233
2021-06-02,SBIN,EQ,432.55,430.8,437.95,429.15,437.2,437.25,434.97,38657806,1681491236200000.0,307884,10906691,0.2821
2021-06-03,SBIN,EQ,437.25,437.0,441.95,433.5,439.05,439.65,437.3,38909199,1701505240535000.0,281959,12855035,0.33039999999999997
2021-06-04,SBIN,EQ,439.65,437.5,441.9,431.75,434.3,433.6,436.25,36898769,1609708411825000.0,331404,9568540,0.2593
2021-06-07,SBIN,EQ,433.6,435.1,437.4,430.8,431.3,432.25,434.78,20201197,878303545100000.0,174837,6487715,0.3212
2021-06-08,SBIN,EQ,432.25,432.25,432.5,424.0,427.4,427.2,427.47,31113823,1330030038520000.0,247824,9816376,0.3155
2021-06-09,SBIN,EQ,427.2,427.5,432.3,418.2,421.95,421.45,426.58,27784834,1185249046530000.0,241080,6008214,0.2162
2021-06-10,SBIN,EQ,421.45,424.9,433.3,422.4,432.4,432.25,428.67,27397712,1174470824810000.0,211924,7523211,0.2746
2021-06-11,SBIN,EQ,432.25,434.85,435.5,425.25,429.4,429.6,430.04,26831924,1153869802875000.0,211915,6400469,0.23850000000000002
2021-06-14,SBIN,EQ,429.6,427.0,432.45,416.7,430.0,430.35,424.94,30106015,1279312295895000.0,279081,8165857,0.2712
2021-06-15,SBIN,EQ,430.35,429.2,432.8,428.0,429.2,429.5,430.4,16413658,706448778430000.0,162940,3299558,0.201
2021-06-16,SBIN,EQ,429.5,428.0,432.75,425.0,425.6,425.95,428.25,19701175,843697196900000.0,167477,4064252,0.20629999999999998
2021-06-17,SBIN,EQ,425.95,421.0,425.95,416.6,419.7,420.25,421.98,23048331,972601001975000.0,218316,6472192,0.2808
2021-06-18,SBIN,EQ,420.25,423.9,423.9,402.65,414.5,412.9,410.77,45748727,1879243109090000.2,482106,12706247,0.2777
2021-06-21,SBIN,EQ,412.9,406.35,421.0,400.5,419.1,419.75,411.51,33128978,1363297391695000.0,300583,6731788,0.20320000000000002
2021-06-22,SBIN,EQ,419.75,423.0,425.45,417.3,418.25,418.65,422.18,28442965,1200812274365000.0,238271,9392524,0.33020000000000005
2021-06-23,SBIN,EQ,418.65,421.1,424.75,415.0,418.8,418.85,420.54,27564829,1159203405825000.0,219929,4961124,0.18
2021-06-24,SBIN,EQ,418.85,420.35,422.75,416.3,418.25,417.2,419.42,19214547,805895689125000.0,171615,4841128,0.252
2021-06-25,SBIN,EQ,417.2,421.0,431.0,419.05,428.65,428.8,426.03,29886797,1273264920610000.0,237815,8914078,0.2983
2021-06-28,SBIN,EQ,428.8,430.7,433.15,424.55,426.45,426.75,427.91,29370660,1256813200765000.0,226087,9818539,0.3343
2021-06-29,SBIN,EQ,426.75,427.5,428.95,420.55,421.4,421.5,423.98,22275961,944451127410000.0,199410,8437375,0.3788
2021-06-30,SBIN,EQ,421.5,423.0,424.9,418.3,419.0,419.2,422.01,18337773,773863281895000.0,166062,4722649,0.2575
2021-07-01,SBIN,EQ,419.2,420.3,423.7,417.15,421.2,420.4,420.97,16161469,680354637085000.0,146987,3289674,0.2036
2021-07-02,SBIN,EQ,420.4,420.3,425.4,419.0,424.8,424.4,422.72,16423811,694267615560000.0,150826,4269757,0.26
2021-07-05,SBIN,EQ,424.4,426.5,434.5,424.25,433.7,432.65,428.55,16483761,706412712660000.0,153743,5660728,0.34340000000000004
2021-07-06,SBIN,EQ,432.65,431.7,436.5,428.2,429.3,429.75,433.45,20195278,875355766720000.1,209939,5413566,0.2681
2021-07-07,SBIN,EQ,429.75,429.35,434.0,427.55,433.0,432.85,431.0,14473774,623813569760000.0,130765,3715611,0.25670000000000004
2021-07-08,SBIN,EQ,432.85,432.8,435.4,422.1,424.5,424.45,429.03,21433043,919549400304999.9,215558,5669467,0.2645
2021-07-09,SBIN,EQ,424.45,425.0,427.5,421.05,423.8,423.75,423.87,16844494,713988027385000.0,158445,4397446,0.2611
